district,code,endorsedtrump,party,demp,repp,demc,repc,year,white,black,latino,asianandpacificislander,native,highschoolorgreater,bachelorsdegreeorhigher,medianincome
California's 42nd,CA-42,Endorsed Trump,Republican,41.2,58.799999,104689,149547,2016,51.299999,6.0999999,30.700001,9.1000004,0.40000001,86.300003,25.1,77297
California's 42nd,CA-42,Endorsed Trump,Republican,43.5,56.5,100892,131040,2018,51.299999,6.0999999,30.700001,9.1000004,0.40000001,86.300003,25.1,77297
California's 42nd,CA-42,Endorsed Trump,Republican,34.3,65.699997,38850,74540,2014,51.299999,6.0999999,30.700001,9.1000004,0.40000001,86.300003,25.1,77297
California's 43rd,CA-43,Democrat,Democratic,77.7,22.299999,152272,43780,2018,20.1,28.200001,34.700001,14,0.2,77.400002,25.5,52806
California's 43rd,CA-43,Democrat,Democratic,76.1,23.9,167017,52499,2016,20.1,28.200001,34.700001,14,0.2,77.400002,25.5,52806
California's 43rd,CA-43,Democrat,Democratic,71,29,69681,28521,2014,20.1,28.200001,34.700001,14,0.2,77.400002,25.5,52806
California's 44th,CA-44,Democrat,Democratic,100,0,178413,0,2016,10.5,22.6,57.200001,7.8000002,0.30000001,63.599998,12.6,49774
California's 44th,CA-44,Democrat,Democratic,100,0,143322,0,2018,10.5,22.6,57.200001,7.8000002,0.30000001,63.599998,12.6,49774
California's 44th,CA-44,Democrat,Democratic,86.7,0,59670,0,2014,10.5,22.6,57.200001,7.8000002,0.30000001,63.599998,12.6,49774
California's 45th,CA-45,Endorsed Trump,Republican,41.4,58.599998,129231,182618,2016,59.900002,1.8,14.9,20.6,0.2,93.599998,53.799999,97431
California's 45th,CA-45,Endorsed Trump,Democratic,52.1,47.900002,158906,146383,2018,59.900002,1.8,14.9,20.6,0.2,93.599998,53.799999,97431
California's 45th,CA-45,Endorsed Trump,Republican,34.9,65.099998,56819,106083,2014,59.900002,1.8,14.9,20.6,0.2,93.599998,53.799999,97431
California's 46th,CA-46,Democrat,Democratic,59.7,40.299999,49738,33577,2014,30,2.3,48.900002,17.299999,0.2,66.5,18,59863
California's 46th,CA-46,Democrat,Democratic,100,0,164593,0,2016,30,2.3,48.900002,17.299999,0.2,66.5,18,59863
California's 46th,CA-46,Democrat,Democratic,69.1,30.9,102278,45638,2018,30,2.3,48.900002,17.299999,0.2,66.5,18,59863
California's 47th,CA-47,Democrat,Democratic,63.7,36.299999,154759,88109,2016,40.700001,8.1999998,25.4,23,0.40000001,81.699997,31.1,63887
California's 47th,CA-47,Democrat,Democratic,64.9,35.099998,143354,77682,2018,40.700001,8.1999998,25.4,23,0.40000001,81.699997,31.1,63887
California's 47th,CA-47,Democrat,Democratic,56,44,69091,54309,2014,40.700001,8.1999998,25.4,23,0.40000001,81.699997,31.1,63887
California's 48th,CA-48,Endorsed Trump,Democratic,53.6,46.400002,157837,136899,2018,63.5,1.3,14.7,18.1,0.30000001,89.300003,44.400002,87413
California's 48th,CA-48,Endorsed Trump,Republican,35.9,64.099998,62713,112082,2014,63.5,1.3,14.7,18.1,0.30000001,89.300003,44.400002,87413
California's 48th,CA-48,Endorsed Trump,Republican,41.7,58.299999,127715,178701,2016,63.5,1.3,14.7,18.1,0.30000001,89.300003,44.400002,87413
California's 49th,CA-49,Endorsed Trump,Republican,49.7,50.299999,154267,155888,2016,69.400002,2.8,18.799999,6.4000001,0.30000001,90.400002,44.099998,82202
California's 49th,CA-49,Endorsed Trump,Republican,39.8,60.200001,64981,98161,2014,69.400002,2.8,18.799999,6.4000001,0.30000001,90.400002,44.099998,82202
California's 49th,CA-49,Endorsed Trump,Democratic,56.4,43.599998,166453,128577,2018,69.400002,2.8,18.799999,6.4000001,0.30000001,90.400002,44.099998,82202
California's 50th,CA-50,Endorsed Trump,Republican,36.5,63.5,103646,179937,2016,65.699997,2.9000001,22,5.9000001,0.89999998,86,27.799999,70774
California's 50th,CA-50,Endorsed Trump,Republican,48.3,51.700001,125448,134362,2018,65.699997,2.9000001,22,5.9000001,0.89999998,86,27.799999,70774
California's 50th,CA-50,Endorsed Trump,Republican,28.8,71.199997,45302,111997,2014,65.699997,2.9000001,22,5.9000001,0.89999998,86,27.799999,70774
California's 51st,CA-51,Democrat,Democratic,71.2,28.799999,109527,44301,2018,19.799999,8.6000004,59.900002,9.6000004,0.5,69.099998,14.2,44759
California's 51st,CA-51,Democrat,Democratic,72.8,27.200001,145162,54362,2016,19.799999,8.6000004,59.900002,9.6000004,0.5,69.099998,14.2,44759
California's 51st,CA-51,Democrat,Democratic,68.8,31.200001,56373,25577,2014,19.799999,8.6000004,59.900002,9.6000004,0.5,69.099998,14.2,44759
California's 52nd,CA-52,Democrat,Democratic,51.6,48.400002,98826,92746,2014,65.400002,3.2,11.9,16.299999,0.30000001,95.199997,57.599998,89955
California's 52nd,CA-52,Democrat,Democratic,56.5,43.5,181253,139403,2016,65.400002,3.2,11.9,16.299999,0.30000001,95.199997,57.599998,89955
California's 52nd,CA-52,Democrat,Democratic,63.8,36.200001,188992,107015,2018,65.400002,3.2,11.9,16.299999,0.30000001,95.199997,57.599998,89955
California's 53rd,CA-53,Democrat,Democratic,67,33,198988,97968,2016,48.5,8.1999998,26.799999,12.9,0.30000001,88.699997,37.099998,68799
California's 53rd,CA-53,Democrat,Democratic,58.8,41.200001,87104,60940,2014,48.5,8.1999998,26.799999,12.9,0.30000001,88.699997,37.099998,68799
California's 53rd,CA-53,Democrat,Democratic,69.1,30.9,185667,83127,2018,48.5,8.1999998,26.799999,12.9,0.30000001,88.699997,37.099998,68799
Colorado's 1st,CO-01,Democrat,Democratic,73.8,23,272886,85207,2018,68.699997,8,18.200001,2.5999999,0.5,87.900002,46.200001,62195
Colorado's 1st,CO-01,Democrat,Democratic,67.9,27.700001,257254,105030,2016,68.699997,8,18.200001,2.5999999,0.5,87.900002,46.200001,62195
Colorado's 1st,CO-01,Democrat,Democratic,65.8,29,183281,80682,2014,68.699997,8,18.200001,2.5999999,0.5,87.900002,46.200001,62195
Colorado's 2nd,CO-02,Democrat,Democratic,56.7,43.299999,196300,149645,2014,87.800003,0.89999998,7.4000001,2.2,0.40000001,96.199997,53.900002,75021
Colorado's 2nd,CO-02,Democrat,Democratic,60.3,33.599998,259608,144901,2018,87.800003,0.89999998,7.4000001,2.2,0.40000001,96.199997,53.900002,75021
Colorado's 2nd,CO-02,Democrat,Democratic,56.9,37.200001,260175,170001,2016,87.800003,0.89999998,7.4000001,2.2,0.40000001,96.199997,53.900002,75021
Colorado's 3rd,CO-03,Republican,Republican,35.7,58,100364,163011,2014,77.400002,0.80000001,18.5,0.69999999,1.3,90,30.299999,51456
Colorado's 3rd,CO-03,Republican,Republican,43.6,51.5,146426,173205,2018,77.400002,0.80000001,18.5,0.69999999,1.3,90,30.299999,51456
Colorado's 3rd,CO-03,Republican,Republican,40.3,54.599998,150914,204220,2016,77.400002,0.80000001,18.5,0.69999999,1.3,90,30.299999,51456
Colorado's 4th,CO-04,Endorsed Trump,Republican,31.7,63.5,123642,248155,2016,79.900002,1.2,15.7,1.3,0.5,90.599998,34.5,71357
Colorado's 4th,CO-04,Endorsed Trump,Republican,29.2,64.699997,83727,185292,2014,79.900002,1.2,15.7,1.3,0.5,90.599998,34.5,71357
Colorado's 4th,CO-04,Endorsed Trump,Republican,39.4,60.599998,145544,224038,2018,79.900002,1.2,15.7,1.3,0.5,90.599998,34.5,71357
Colorado's 5th,CO-05,Endorsed Trump,Republican,40.2,59.799999,105673,157182,2014,77.099998,5.4000001,12,2.2,0.40000001,93.400002,35.5,61391
Colorado's 5th,CO-05,Endorsed Trump,Republican,39.3,57,126848,184002,2018,77.099998,5.4000001,12,2.2,0.40000001,93.400002,35.5,61391
Colorado's 5th,CO-05,Endorsed Trump,Republican,30.9,62.299999,111676,225445,2016,77.099998,5.4000001,12,2.2,0.40000001,93.400002,35.5,61391
Colorado's 6th,CO-06,Republican,Republican,43,51.900002,118847,143467,2014,71.599998,8.6000004,12.7,4.5,0.40000001,91.800003,42,75962
Colorado's 6th,CO-06,Republican,Republican,42.6,50.900002,160372,191626,2016,71.599998,8.6000004,12.7,4.5,0.40000001,91.800003,42,75962
Colorado's 6th,CO-06,Democrat,Democratic,54.1,42.900002,187639,148685,2018,71.599998,8.6000004,12.7,4.5,0.40000001,91.800003,42,75962
Colorado's 7th,CO-07,Democrat,Democratic,55.2,39.799999,199758,144066,2016,73.599998,1.5,20.200001,2.7,0.5,88.400002,32.400002,65880
Colorado's 7th,CO-07,Democrat,Democratic,60.4,35.400002,204260,119734,2018,73.599998,1.5,20.200001,2.7,0.5,88.400002,32.400002,65880
Colorado's 7th,CO-07,Democrat,Democratic,55.1,44.900002,148225,120918,2014,73.599998,1.5,20.200001,2.7,0.5,88.400002,32.400002,65880
Connecticut's 1st,CT-01,Democrat,Democratic,64.1,33.799999,200686,105674,2016,69.199997,13,13.4,2.9000001,0.1,89.400002,36.900002,69910
Connecticut's 1st,CT-01,Democrat,Democratic,62.3,36.099998,135686,78520,2014,69.199997,13,13.4,2.9000001,0.1,89.400002,36.900002,69910
Connecticut's 1st,CT-01,Democrat,Democratic,63.9,35,175087,96024,2018,69.199997,13,13.4,2.9000001,0.1,89.400002,36.900002,69910
Connecticut's 2nd,CT-02,Democrat,Democratic,62.2,35.400002,179731,102483,2018,86.099998,3.5,6.1999998,2.2,0.2,92.300003,34.700001,74427
Connecticut's 2nd,CT-02,Democrat,Democratic,63.2,33.700001,208818,111149,2016,86.099998,3.5,6.1999998,2.2,0.2,92.300003,34.700001,74427
Connecticut's 2nd,CT-02,Democrat,Democratic,62.3,35.5,141851,80842,2014,86.099998,3.5,6.1999998,2.2,0.2,92.300003,34.700001,74427
Connecticut's 3rd,CT-03,Democrat,Democratic,69,31,213572,95786,2016,72.199997,12.3,11,2.9000001,0.2,90.900002,35.900002,66465
Connecticut's 3rd,CT-03,Democrat,Democratic,67.1,32.900002,141197,69223,2014,72.199997,12.3,11,2.9000001,0.2,90.900002,35.900002,66465
Connecticut's 3rd,CT-03,Democrat,Democratic,64.6,35.400002,174572,95667,2018,72.199997,12.3,11,2.9000001,0.2,90.900002,35.900002,66465
Connecticut's 4th,CT-04,Democrat,Democratic,59.9,40.099998,187811,125724,2016,70.900002,11.6,12.7,3.7,0.1,89.599998,48.700001,92799
Connecticut's 4th,CT-04,Democrat,Democratic,53.7,46.299999,106791,91928,2014,70.900002,11.6,12.7,3.7,0.1,89.599998,48.700001,92799
Connecticut's 4th,CT-04,Democrat,Democratic,61.2,38.799999,168726,106921,2018,70.900002,11.6,12.7,3.7,0.1,89.599998,48.700001,92799
Connecticut's 5th,CT-05,Democrat,Democratic,55.9,44.099998,151225,119426,2018,77.400002,6.0999999,12.9,2.5,0.1,89,35.799999,71132
Connecticut's 5th,CT-05,Democrat,Democratic,58,42,179252,129801,2016,77.400002,6.0999999,12.9,2.5,0.1,89,35.799999,71132
Connecticut's 5th,CT-05,Democrat,Democratic,53.3,45.799999,112550,96625,2014,77.400002,6.0999999,12.9,2.5,0.1,89,35.799999,71132
Delaware's At-Large,DE-AL,Democrat,Democratic,59.3,36.799999,137251,85146,2014,70,20.799999,5.1999998,2.3,0.40000001,89.300003,31,63036
Delaware's At-Large,DE-AL,Democrat,Democratic,64.3,35.400002,227353,125384,2018,70,20.799999,5.1999998,2.3,0.40000001,89.300003,31,63036
Delaware's At-Large,DE-AL,Democrat,Democratic,55.5,41,233554,172301,2016,70,20.799999,5.1999998,2.3,0.40000001,89.300003,31,63036
Florida's 1st,FL-01,Republican,Republican,30.9,69.099998,114079,255107,2016,77.300003,12.8,4.5999999,2.2,0.5,90.199997,27.1,53480
Florida's 1st,FL-01,Republican,Republican,23.4,70.099998,54976,165086,2014,77.300003,12.8,4.5999999,2.2,0.5,90.199997,27.1,53480
